id,label,time,gyro_x,gyro_y,gyro_z;
11,start,0.153334976,-1.702662467956543,-0.3321999907493591,0.4023250043392181;
11,start,0.155756515,-1.7612375020980835,-0.3504875004291534,0.4461874961853027;
11,start,0.158178019,-1.8149999380111692,-0.3969624936580658,0.4841375052928924;
11,start,0.160600712,-1.870000004768372,-0.4567750096321106,0.5159000158309937;
11,start,0.163021021,-1.9188125133514404,-0.5190625190734863,0.5427125096321106;
11,start,0.165442558,-1.966524958610535,-0.5715875029563904,0.5684249997138977;
11,start,0.167864096,-2.0092875957489014,-0.6095374822616577,0.5964750051498413;
11,start,0.170285611,-2.049575090408325,-0.6253499984741211,0.6221874952316284;
11,start,0.17270692,-2.0813374519348145,-0.6363499760627747,0.6489999890327454;
11,start,0.175128457,-2.109524965286255,-0.6510624885559082,0.6747124791145325;
11,start,0.177549995,-2.131525039672852,-0.6656374931335449,0.6967124938964844;
11,start,0.179972765,-2.151050090789795,-0.682824969291687,0.7137625217437744;
11,start,0.18239303,-2.1668624877929688,-0.7023500204086304,0.7260000109672546;
11,start,0.184814567,-2.177862405776977,-0.7255874872207642,0.7334250211715698;
11,start,0.187236105,-2.187624931335449,-0.7523999810218811,0.7382375001907349;
11,start,0.189657569,-2.193812370300293,-0.7731624841690063,0.7394750118255615;
11,start,0.192079105,-2.197387456893921,-0.7939249873161316,0.7407125234603882;
11,start,0.194500634,-2.192574977874756,-0.8111125230789185,0.7394750118255615;
11,start,0.196922172,-2.188862562179565,-0.8171625137329102,0.7394750118255615;
11,start,0.199344711,-2.177862405776977,-0.8208749890327454,0.7382375001907349;
11,start,0.201765251,-2.1643874645233154,-0.8184000253677368,0.7357624769210815;
11,start,0.204186788,-2.1485750675201416,-0.8098750114440918,0.7334250211715698;
11,start,0.206608297,-2.126574993133545,-0.7939249873161316,0.7334250211715698;
11,start,0.209029607,-2.103337526321411,-0.7683500051498413,0.7357624769210815;
11,start,0.211451143,-2.078862428665161,-0.7353500127792358,0.7407125234603882;
11,start,0.213872682,-2.0520498752593994,-0.6986374855041504,0.7467625141143799;
11,start,0.21629422,-2.0275750160217285,-0.6645374894142151,0.7565249800682068;
11,start,0.218716965,-1.9970500469207764,-0.6265875101089478,0.7675250172615051;
11,start,0.221137275,-1.9702374935150144,-0.582587480545044,0.7822374701499939;
11,start,0.223558812,-1.938475012779236,-0.5264874696731567,0.7969499826431274;
11,start,0.22598035,-1.9102874994277956,-0.4580124914646148,0.8140000104904175;
11,start,0.228401814,-1.8785250186920168,-0.378537505865097,0.8335250020027161;
11,start,0.230823336,-1.8517124652862549,-0.2894375026226043,0.8542875051498413;
11,start,0.233244875,-1.8187124729156492,-0.1966249942779541,0.8762875199317932;
11,start,0.235666413,-1.7906625270843506,-0.1013374999165535,0.9007624983787536;
11,start,0.238089182,-1.7589000463485718,-0.0108624994754791,0.926337480545044;
11,start,0.240509261,-1.7258999347686768,0.0734250023961067,0.9508125185966492;
11,start,0.242930803,-1.6916625499725342,0.1467124968767166,0.9715750217437744;
11,start,0.245352341,-1.6561875343322754,0.2127124965190887,0.9923374652862548;
11,start,0.24777388,-1.62318754196167,0.270187497138977,1.0070500373840332;
11,start,0.250195418,-1.5866124629974363,0.3227125108242035,1.018049955368042;
11,start,0.252616957,-1.553612470626831,0.3727625012397766,1.0278124809265137;
11,start,0.255038391,-1.5181374549865725,0.4215750098228454,1.0338624715805054;
11,start,0.257461158,-1.4851374626159668,0.4655750095844269,1.040050029754639;
11,start,0.259881545,-1.448562502861023,0.507099986076355,1.0448625087738037;
11,start,0.262303081,-1.4106124639511108,0.5450500249862671,1.047337532043457;
11,start,0.264724543,-1.3763749599456787,0.5768125057220459,1.0510499477386477;
11,start,0.267146052,-1.3348499536514282,0.6036249995231628,1.055862545967102;
11,start,0.269567591,-1.295799970626831,0.6243875026702881,1.0643874406814575;
11,start,0.271989129,-1.25056254863739,0.6439124941825867,1.075387477874756;
11,start,0.274410668,-1.2054624557495115,0.6623374819755554,1.0876250267028809;
11,start,0.276833206,-1.1527999639511108,0.685575008392334,1.1035749912261963;
11,start,0.279253728,-1.1002750396728516,0.7099124789237976,1.121862530708313;
11,start,0.281675033,-1.045412540435791,0.738099992275238,1.1450999975204468;
11,start,0.284096572,-0.9818875193595886,0.768625020980835,1.1719125509262085;
11,start,0.28651811,-0.9158874750137328,0.8027250170707703,1.2024375200271606;
11,start,0.288939649,-0.841362476348877,0.8357250094413757,1.2366750240325928;
11,start,0.291361182,-0.7631250023841858,0.8711999654769897,1.274624943733215;
11,start,0.293782646,-0.6813125014305115,0.905437469482422,1.313675045967102;
11,start,0.296205413,-0.5908374786376953,0.9409124851226808,1.3564374446868896;
11,start,0.298625723,-0.4943124949932098,0.9799624681472778,1.3967249393463137;
11,start,0.301047259,-0.3977875113487243,1.02753746509552,1.4394874572753906;
11,start,0.303468798,-0.2989250123500824,1.088724970817566,1.4834874868392944;
11,start,0.305890336,-0.1986874938011169,1.1620124578475952,1.525012493133545;
11,start,0.308311875,-0.1009249985218048,1.251112461090088,1.567775011062622;
11,start,0.310733184,-0.0008249999955296,1.3573999404907229,1.6068249940872192;
11,start,0.313154721,0.0944624990224838,1.4759249687194824,1.6447750329971311;
11,start,0.315577495,0.1861750036478042,1.5944499969482422,1.6790125370025637;
11,start,0.317997805,0.2740375101566314,1.695924997329712,1.708299994468689;
11,start,0.320419341,0.3547500073909759,1.7777374982833862,1.733875036239624;
11,start,0.32284088,0.4317499995231628,1.831499934196472,1.7535375356674194;
11,start,0.325262418,0.5025625228881836,1.8620250225067136,1.7668750286102295;
11,start,0.327683872,0.5721374750137329,1.8778375387191768,1.7742999792099;
11,start,0.330105408,0.6333249807357788,1.881549954414368,1.779112458229065;
11,start,0.332526947,0.6931374669075012,1.871787548065185,1.779112458229065;
11,start,0.334949716,0.7541875243186951,1.8570749759674072,1.7742999792099;
11,start,0.337370102,0.8141375184059143,1.8400249481201167,1.7668750286102295;
11,start,0.339791552,0.8739500045776367,1.8290250301361084,1.7571125030517578;
11,start,0.34221309,0.9325249791145324,1.826550006866455,1.742537498474121;
11,start,0.3446344,0.9937124848365784,1.830262541770935,1.7278250455856323;
11,start,0.347055937,1.0498124361038208,1.8277875185012815,1.708299994468689;
11,start,0.349477475,1.1035749912261963,1.8119750022888184,1.6863000392913818;
11,start,0.351899014,1.1537624597549438,1.778975009918213,1.6605875492095947;
11,start,0.354321706,1.201337456703186,1.7362124919891355,1.6288249492645264;
11,start,0.356742093,1.2490500211715698,1.6872625350952148,1.595824956893921;
11,start,0.359163629,1.296625018119812,1.638450026512146,1.555537462234497;
11,start,0.361585096,1.3468124866485596,1.5919749736785889,1.5140124559402466;
11,start,0.364006634,1.3956249952316284,1.54316246509552,1.4664374589920044;
11,start,0.366428172,1.4431999921798706,1.4954500198364258,1.4162499904632568;
11,start,0.368849711,1.4933874607086182,1.455162525177002,1.363724946975708;
11,start,0.371271249,1.537387490272522,1.4196875095367432,1.3112000226974487;
11,start,0.373693808,1.5824874639511108,1.3916374444961548,1.2561999559402466;
11,start,0.376114118,1.625249981880188,1.3708750009536743,1.2036750316619873;
11,start,0.378535885,1.6692500114440918,1.359874963760376,1.1511499881744385;
11,start,0.380957195,1.712012529373169,1.359874963760376,1.0998624563217163;
11,start,0.383378731,1.7535375356674194,1.3696374893188477,1.047337532043457;
11,start,0.385800245,1.7975374460220337,1.3868249654769895,0.9935749769210817;
11,start,0.388221709,1.8402999639511108,1.4051125049591064,0.9373375177383424;
11,start,0.390643322,1.8720624446868896,1.4075875282287598,0.8677625060081482;
11,start,0.393066015,1.8892500400543213,1.3843499422073364,0.7882875204086304;
11,start,0.395486401,1.8842999935150144,1.3378750085830688,0.6917625069618225;
11,start,0.397907866,1.8585875034332275,1.2670625448226929,0.5794249773025513;
11,start,0.400329404,1.804824948310852,1.1815375089645386,0.4511374831199646;
11,start,0.402750943,1.7327749729156494,1.0910625457763672,0.309374988079071;
11,start,0.405172481,1.6399624347686768,1.0067750215530396,0.1615625023841858;
11,start,0.40759402,1.532437443733215,0.938437521457672,0.0162249989807605;
11,start,0.41001531,1.4126750230789185,0.8907250165939331,-0.1170125007629394;
11,start,0.412438078,1.284387469291687,0.8749125003814697,-0.2391124963760376;
11,start,0.414858387,1.1561000347137451,0.8834375143051147,-0.3416875004768371;
11,start,0.417279924,1.0279500484466553,0.909012496471405,-0.4223999977111816;
11,start,0.419701462,0.9057124853134156,0.9420124888420104,-0.4786374866962433;
11,start,0.422122986,0.7823749780654907,0.975012481212616,-0.5176874995231628;
11,start,0.424544449,0.6723750233650208,1.0044374465942385,-0.5384500026702881;
11,start,0.426965986,0.5636125206947327,1.022724986076355,-0.5409250259399414;
11,start,0.429387524,0.4598000049591064,1.0252000093460083,-0.5324000120162964;
11,start,0.431810293,0.3620375096797943,1.0214874744415283,-0.5164499878883362;
11,start,0.434230598,0.271699994802475,1.0067750215530396,-0.5029749870300293;
11,start,0.436652135,0.1836999952793121,0.9934374690055848,-0.4919750094413757;
11,start,0.439073673,0.1029874980449676,0.9824374914169312,-0.4883999824523926;
11,start,0.441494983,0.0309375002980232,0.9811999797821044,-0.49321249127388;
11,start,0.44391675,-0.0373999997973442,0.983537495136261,-0.5091624855995178;
11,start,0.446338301,-0.0996875017881393,0.9945374727249146,-0.5347374677658081;
11,start,0.448759608,-0.1621125042438507,1.005537509918213,-0.5677375197410583;
11,start,0.451182375,-0.2182125002145767,1.01419997215271,-0.6092625260353088;
11,start,0.453602685,-0.2719750106334686,1.0252000093460083,-0.6545000076293945;
11,start,0.456024222,-0.3232625126838684,1.0362000465393066,-0.7057874798774719;
11,start,0.458445784,-0.3684999942779541,1.0471999645233154,-0.7522624731063843;
11,start,0.460867323,-0.4100250005722046,1.056962490081787,-0.7986000180244446;
11,start,0.463288786,-0.4442625045776367,1.0630124807357788,-0.8365499973297119;
11,start,0.465710323,-0.4735499918460846,1.0580625534057615,-0.8646000027656555;
11,start,0.468131861,-0.4980250000953674,1.043487548828125,-0.8841249942779541;
11,start,0.470554625,-0.5139750242233276,1.0092500448226929,-0.892787516117096;
11,start,0.472974935,-0.5273125171661377,0.9652500152587892,-0.8915500044822693;
11,start,0.475396471,-0.5310249924659729,0.9102500081062316,-0.8841249942779541;
11,start,0.477817781,-0.5285499691963196,0.8431500196456909,-0.8670749664306641;
11,start,0.480239318,-0.5187875032424927,0.7698624730110168,-0.8450750112533569;
11,start,0.482660866,-0.5040749907493591,0.6916249990463257,-0.8194999694824219;
11,start,0.485082405,-0.4882625043392181,0.6048625111579895,-0.7913125157356262;
11,start,0.487503943,-0.4650250077247619,0.5120499730110168,-0.7632625102996826;
11,start,0.489926635,-0.44302499294281,0.4155249893665313,-0.7339749932289124;
11,start,0.492346945,-0.4149749875068664,0.3117125034332275,-0.7057874798774719;
11,start,0.494768481,-0.3867875039577484,0.2029500007629394,-0.6837875247001648;
11,start,0.49719002,-0.3612124919891357,0.088137499988079,-0.6667374968528748;
11,start,0.499611558,-0.3319250047206878,-0.0353375002741813,-0.6532624959945679;
11,start,0.502033097,-0.3049750030040741,-0.159912496805191,-0.6447374820709229;
11,start,0.504454635,-0.2804999947547912,-0.2919124960899353,-0.6410250067710876;
11,start,0.50687594,-0.2574000060558319,-0.426250010728836,-0.6410250067710876;
11,start,0.509298707,-0.2341624945402145,-0.5593500137329102,-0.6495500206947327;
11,start,0.511719248,-0.2121624946594238,-0.6876375079154968,-0.6654999852180481;
11,start,0.5141405530000001,-0.1828749924898147,-0.7891125082969666,-0.6935499906539917;
11,start,0.516562092,-0.1511124968528747,-0.8648750185966492,-0.7375500202178955;
11,start,0.5189836250000001,-0.1106875017285347,-0.9198749661445618,-0.7877374887466431;
11,start,0.521405164,-0.0703999996185302,-0.966212511062622,-0.8340749740600586;
11,start,0.523826702,-0.0263999998569488,-1.022449970245361,-0.8633624911308289;
11,start,0.526248241,0.0248875003308057,-1.089687466621399,-0.8755999803543091;
11,start,0.528670933,0.0774125009775161,-1.1739749908447266,-0.8817874789237976;
11,start,0.531091253,0.133650004863739,-1.277787446975708,-0.8841249942779541;
11,start,0.533512789,0.1922249943017959,-1.3925999402999878,-0.8793125152587891;
11,start,0.5359343280000001,0.2545124888420105,-1.509887456893921,-0.862262487411499;
11,start,0.5383558660000001,0.3192749917507171,-1.6174124479293823,-0.841362476348877;
11,start,0.540777405,0.3900874853134155,-1.70541250705719,-0.8170250058174133;
11,start,0.5431987380000001,0.4585624933242798,-1.7811750173568726,-0.7900750041007996;
11,start,0.545620275,0.5318499803543091,-1.8459374904632568,-0.762024998664856;
11,start,0.548043044,0.5953750014305115,-1.906987547874451,-0.7327374815940857;
11,start,0.550463354,0.6553249955177307,-1.9692749977111816,-0.7033125162124634;
11,start,0.5528848900000001,0.7114250063896179,-2.031562566757202,-0.678974986076355;
11,start,0.5553064240000001,0.7541875243186951,-2.0878000259399414,-0.6582124829292297;
11,start,0.5577279620000001,0.7884249687194824,-2.131799936294556,-0.6434999704360962;
11,start,0.5601494260000001,0.8129000067710876,-2.167137384414673,-0.634975016117096;
11,start,0.562571039,0.8251374959945679,-2.196562528610229,-0.6362124681472778;
11,start,0.564992503,0.8299499750137329,-2.223375082015991,-0.6472125053405762;
11,start,0.567415255,0.8251374959945679,-2.25885009765625,-0.6667374968528748;
11,start,0.569835565,0.8177124857902527,-2.3028500080108643,-0.6935499906539917;
11,start,0.572257101,0.8043749928474426,-2.354137420654297,-0.7290250062942505;
11,start,0.5746784110000001,0.7933750152587891,-2.3981375694274902,-0.766837477684021;
11,start,0.577100178,0.7896624803543091,-2.4189000129699707,-0.8095999956130981;
11,start,0.579521488,0.7859500050544739,-2.4189000129699707,-0.8512625098228455;
11,start,0.5819430240000001,0.7896624803543091,-2.4029500484466557,-0.8903124928474426;
11,start,0.5843645630000001,0.7957124710083008,-2.3784749507904053,-0.9257875084877014;
11,start,0.586787332,0.8054749965667725,-2.354137420654297,-0.9575499892234802;
11,start,0.5892076420000001,0.8079500198364258,-2.3406624794006348,-0.980650007724762;
11,start,0.5916291060000001,0.8129000067710876,-2.3491873741149902,-1.0003124475479126;
11,start,0.594050721,0.8141375184059143,-2.35290002822876,-1.0136499404907229;
11,start,0.596472185,0.8043749928474426,-2.3161873817443848,-1.0088374614715576;
11,start,0.598893721,0.7811374664306641,-2.245374917984009,-0.9831249713897704;
11,start,0.60131526,0.7444249987602234,-2.1538000106811523,-0.9305999875068665;
11,start,0.603736575,0.6943749785423279,-2.054800033569336,-0.8512625098228455;
11,start,0.606159342,0.6308500170707703,-1.95951247215271,-0.7497875094413757;
11,start,0.608579882,0.5478000044822693,-1.8788000345230105,-0.6300249695777893;
11,start,0.611001188,0.4573250114917755,-1.8214625120162964,-0.5005000233650208;
11,start,0.613422727,0.3607999980449676,-1.784749984741211,-0.3686375021934509;
11,start,0.6158442740000001,0.260699987411499,-1.7639875411987305,-0.2428250014781952;
11,start,0.6182658120000001,0.1592250019311905,-1.748175024986267,-0.1280124932527542;
11,start,0.620687351,0.0664125010371208,-1.727412462234497,-0.0277750007808208;
11,start,0.623108889,-0.0215875003486871,-1.6992249488830566,0.0527999997138977;
11,start,0.625531582,-0.0948750004172325,-1.6601749658584597,0.1212750002741813;
11,start,0.627951887,-0.1583999991416931,-1.6113624572753906,0.178749993443489;
11,start,0.6303734240000001,-0.2072124928236007,-1.5599374771118164,0.2263250052928924;
11,start,0.6327949620000001,-0.2414499968290329,-1.501362442970276,0.2678500115871429;
11,start,0.635216501,-0.2684000134468078,-1.4341249465942385,0.3106124997138977;
11,start,0.637638039,-0.2879250049591064,-1.3510749340057373,0.3497999906539917;
11,start,0.640059358,-0.3025000095367431,-1.2508374452590942,0.3888500034809112;
11,start,0.6424808940000001,-0.3147374987602234,-1.1299749612808228,0.4254249930381775;
11,start,0.644903664,-0.3306874930858612,-0.9906874895095824,0.4571875035762787;
11,start,0.647323973,-0.3465000092983246,-0.8281624913215637,0.4841375052928924;
11,start,0.64974551,-0.3649249970912933,-0.6351125240325928,0.5024250149726868;
11,start,0.6521669520000001,-0.3807374835014343,-0.4250124990940094,0.5171374678611755;
11,start,0.654588491,-0.3917374908924103,-0.231962502002716,0.5281375050544739;
11,start,0.657010029,-0.3966875076293945,-0.0829124972224235,0.5341874957084656;
11,start,0.659431568,-0.3929750025272369,0.0074249999597668,0.5427125096321106;
11,start,0.661853106,-0.381974995136261,0.0489500015974044,0.558662474155426;
11,start,0.664275669,-0.3649249970912933,0.0661375001072883,0.5794249773025513;
11,start,0.666695978,-0.3379749953746795,0.0673749968409538,0.6074749827384949;
11,start,0.6691177460000001,-0.3037374913692474,0.0611874982714653,0.6429499983787537;
11,start,0.671539055,-0.2659249901771545,0.0477125011384487,0.6796625256538391;
11,start,0.673960592,-0.227974995970726,0.034375000745058,0.7174749970436096;
11,start,0.676382115,-0.1841125041246414,0.025849999859929,0.7517125010490417;
11,start,0.6788036540000001,-0.1424500048160553,0.0196624994277954,0.7797625064849854;
11,start,0.6812251920000001,-0.1021625027060508,0.0159499999135732,0.8017625212669373;
11,start,0.6836478850000001,-0.0655874982476234,0.0111375004053115,0.8177124857902527;
11,start,0.686068271,-0.0288750007748603,0.0074249999597668,0.824999988079071;
11,start,0.688489731,0.0065999999642372,0.0086624994874,0.828712522983551;
11,start,0.690911269,0.0383624993264675,0.0111375004053115,0.824999988079071;
11,start,0.6933328080000001,0.0701249986886978,0.017187500372529,0.8152375221252441;
11,start,0.6957543460000001,0.0969374999403953,0.0233750008046627,0.8042374849319458;
11,start,0.698175885,0.1237500011920929,0.0356125012040138,0.7870500087738037;
11,start,0.700597204,0.146987497806549,0.0514249987900257,0.7675250172615051;
11,start,0.703019972,0.1665125042200088,0.0721874982118606,0.7442874908447266;
11,start,0.705440281,0.1861750036478042,0.086899995803833,0.7224249839782715;
11,start,0.707861818,0.2032250016927719,0.0941874980926513,0.697950005531311;
11,start,0.710283356,0.2129874974489212,0.088137499988079,0.6734749674797058;
11,start,0.712704909,0.221512496471405,0.0746624991297721,0.650237500667572;
11,start,0.7151263720000001,0.2301750034093856,0.0563750006258487,0.6258999705314636;
11,start,0.7175479090000001,0.2362249940633773,0.0367125011980533,0.6001874804496765;
11,start,0.7199694470000001,0.2399374991655349,0.0196624994277954,0.5733749866485596;
11,start,0.722392216,0.2447499930858612,0.0074249999597668,0.5416125059127808;
11,start,0.724812526,0.2496999949216842,-0.0059124999679625,0.5086125135421753;
11,start,0.7272340620000001,0.2496999949216842,-0.024337500333786,0.4706625044345855;
11,start,0.729655601,0.2509374916553497,-0.0426249988377094,0.431612491607666;
11,start,0.732076911,0.2472250014543533,-0.0646250024437904,0.3913249969482422;
11,start,0.734498678,0.2459875047206878,-0.0903374999761581,0.3508999943733215;
11,start,0.7369202180000001,0.2435124963521957,-0.1231999993324279,0.3118500113487243;
11,start,0.739341526,0.2399374991655349,-0.1636250019073486,0.2776125073432922;
11,start,0.741764293,0.2325125038623809,-0.20762500166893,0.245849996805191;
11,start,0.744184603,0.2264624983072281,-0.2466749995946884,0.2238499969244003;
11,start,0.7466061390000001,0.2252250015735626,-0.2747249901294708,0.2105125039815902;
11,start,0.7490276010000001,0.2142249941825866,-0.3199625015258789,0.2007499933242797;
11,start,0.7514491390000001,0.197174996137619,-0.3664374947547912,0.1920875012874603;
11,start,0.7538706780000001,0.1764124929904937,-0.4079625010490417,0.1835625022649765;
11,start,0.7562922160000001,0.1507000029087066,-0.4494875073432922,0.171324998140335;
11,start,0.758713755,0.1214125007390976,-0.4910124838352203,0.1615625023841858;
11,start,0.7611362930000001,0.0919874981045723,-0.5350124835968018,0.146987497806549;
11,start,0.7635568340000001,0.0578874982893466,-0.5715875029563904,0.1285624951124191;
11,start,0.7659781400000001,0.0273624993860721,-0.5960624814033508,0.1077999994158744;
11,start,0.7683996780000001,-0.0081124994903802,-0.6131125092506409,0.082225002348423;
11,start,0.7708212160000001,-0.0411125011742115,-0.6253499984741211,0.0577500015497207;
11,start,0.7732427550000001,-0.0753500014543533,-0.6375874876976013,0.0296999998390674;
11,start,0.7756642930000001,-0.0996875017881393,-0.647350013256073,-0.0020624999888241;
11,start,0.778085832,-0.1205874979496002,-0.6620625257492065,-0.0375375002622604;
11,start,0.780508524,-0.14011250436306,-0.6815875172615051,-0.073012501001358;
11,start,0.782928834,-0.1498750001192093,-0.6962999701499939,-0.1083500012755394;
11,start,0.785350375,-0.1546874940395355,-0.7108749747276306,-0.1463000029325485;
11,start,0.787771914,-0.1559250056743621,-0.7291625142097473,-0.1853500008583068;
11,start,0.7901932230000001,-0.1424500048160553,-0.7316374778747559,-0.2208250015974044;
11,start,0.7926147600000001,-0.1193500012159347,-0.7316374778747559,-0.2501125037670135;
11,start,0.7950362980000001,-0.0875874981284141,-0.7353500127792358,-0.2733500003814697;
11,start,0.7974578370000001,-0.0496375001966953,-0.7438749670982361,-0.2903999984264374;
11,start,0.7998806060000001,-0.0142999999225139,-0.7475875020027161,-0.3001624941825866;
11,start,0.8023009160000001,0.02364999987185,-0.7671124935150146,-0.3051125109195709;
11,start,0.804722452,0.0504624992609024,-0.8061624765396118,-0.3099249899387359;
11,start,0.8071439140000001,0.0724624991416931,-0.8551124930381775,-0.3161124885082245;
11,start,0.8095655340000001,0.0859375,-0.905162513256073,-0.3283500075340271;
11,start,0.8119869980000001,0.0944624990224838,-0.9429749846458436,-0.3441624939441681;
11,start,0.814408534,0.1018875017762184,-0.9552124738693236,-0.357637494802475;
11,start,0.8168300730000001,0.1054624989628791,-0.9381625056266784,-0.3636874854564667;
11,start,0.819252842,0.1091749966144561,-0.896637499332428,-0.3613499999046325;
11,start,0.8216731700000001,0.1079374998807907,-0.8464499711990356,-0.3515875041484833;
11,start,0.8240944750000001,0.0994125008583068,-0.8001124858856201,-0.3319250047206878;
11,start,0.8265160140000001,0.0736999958753585,-0.761062502861023,-0.3075875043869018;
11,start,0.8289375520000001,0.0284624993801116,-0.7365875244140625,-0.2843500077724457;
11,start,0.831359091,-0.0228249989449977,-0.7280625104904175,-0.2660624980926513;
11,start,0.833780619,-0.0888250023126602,-0.7280625104904175,-0.2538250088691711;
11,start,0.8362021580000001,-0.1583999991416931,-0.7193999886512756,-0.2463999986648559;
11,start,0.8386248500000001,-0.2231625020503997,-0.6852999925613403,-0.240349993109703;
11,start,0.841045237,-0.2817375063896179,-0.620537519454956,-0.2293500006198883;
11,start,0.843466696,-0.3244999945163727,-0.5288249850273132,-0.2048749923706054;
11,start,0.8458883220000001,-0.3612124919891357,-0.4299624860286712,-0.1731124967336654;
11,start,0.8483097850000001,-0.3917374908924103,-0.3467749953269958,-0.1315875053405761;
11,start,0.850731322,-0.427212506532669,-0.297962486743927,-0.0852499976754188;
11,start,0.85315286,-0.4589749872684479,-0.2809124886989593,-0.0387750007212162;
11,start,0.855574398,-0.49321249127388,-0.2894375026226043,0.0039874999783933;
11,start,0.8579969220000001,-0.5224999785423279,-0.3114374876022339,0.03575000166893;
11,start,0.860417462,-0.5480750203132629,-0.3321999907493591,0.0589874982833862;
11,start,0.862838768,-0.5590749979019165,-0.3370124995708465,0.0699874982237815;
11,start,0.865260307,-0.5590749979019165,-0.3212000131607055,0.0760374963283538;
11,start,0.867681845,-0.5468375086784363,-0.2809124886989593,0.0785124972462654;
11,start,0.8701034080000001,-0.5237374901771545,-0.231962502002716,0.0797500014305114;
11,start,0.8725248710000001,-0.4943124949932098,-0.1819124966859817,0.0772750005125999;
11,start,0.874946408,-0.4589749872684479,-0.1379124969244003,0.0747999995946884;
11,start,0.8773691770000001,-0.4235000014305115,-0.1013374999165535,0.0736999958753585;
11,start,0.8797894860000001,-0.3856875002384186,-0.0731500014662742,0.0687500014901161;
11,start,0.882211014,-0.3465000092983246,-0.0475750006735324,0.0627000033855438;
11,start,0.884632324,-0.307449996471405,-0.0181499999016523,0.0552750006318092;
11,start,0.8870540910000001,-0.2634499967098236,0.0074249999597668,0.0455125011503696;
11,start,0.8894754010000001,-0.2231625020503997,0.0356125012040138,0.0332750007510185;
11,start,0.8918969370000001,-0.1803999990224838,0.058712501078844,0.0210375003516674;
